bstopnm,geometry,ADM_NM
목욕탕입구,POINT (128.9888424665 35.2370489317),대동면
안막1구,POINT (128.9865600349 35.2366552435),대동면
대동중학교,POINT (128.993391 35.237476),대동면
안막3구,POINT (128.9946116667 35.2368433333),대동면
대동보건소,POINT (128.9940066667 35.2338533333),대저1동
대동중학교,POINT (128.9934341182 35.2375091808),대동면
안막3구,POINT (128.9946833333 35.236715),대동면
현대병원,POINT (128.8712955544 35.2486615795),북부동
연지공원,POINT (128.8676580661 35.2469904836),내외동
연지공원,POINT (128.866933227321 35.246225748893),내외동
김해문화의전당,POINT (128.8701811 35.24459532),내외동
학생체육관,POINT (128.8679314 35.24469316),내외동
법원등기소입구,POINT (128.8660440483 35.2438310623),내외동
연지공원,POINT (128.8664376 35.24374293),내외동
연지공원,POINT (128.8656633 35.24351155),내외동
법원등기소입구,POINT (128.865817 35.243379),내외동
내동사거리,POINT (128.8641941811 35.2422523811),내외동
내동사거리,POINT (128.864437307705 35.242095693193),내외동
서김해새마을금고,POINT (128.861716 35.2403142),내외동
서김해새마을금고,POINT (128.8619045 35.24006384),내외동
내외문화의집,POINT (128.858367 35.2377275),내외동
내외문화의집,POINT (128.858348 35.2374908),내외동
김해생명과학고,POINT (128.857032 35.2366767),내외동
김해생명과학고,POINT (128.856663 35.2361466),내외동
외동축협,POINT (128.855199 35.233901),내외동
외동축협,POINT (128.8552499117 35.2339361869),내외동
외동초등학교,POINT (128.8580543462 35.2329942483),내외동
외동초등학교,POINT (128.8580472427 35.2332617019),내외동
한국2차아파트,POINT (128.8643969048 35.2322298386),내외동
대동아파트,POINT (128.8653814213 35.2323127168),내외동
무접마을,POINT (128.866868 35.229823),내외동
무접마을,POINT (128.8674024 35.22976866),내외동
한국1차아파트,POINT (128.8673145041 35.2300170338),내외동
김해보건소,POINT (128.8696991 35.23077857),내외동
무접,POINT (128.8702258948 35.2292218246),내외동
무접,POINT (128.86966 35.2297632),내외동
동아그린아파트,POINT (128.8723961018 35.2264623596),내외동
동아그린앞,POINT (128.8731250227 35.2257074164),칠산서부동
김해중부경찰서,POINT (128.8788498812 35.2258423533),회현동
김해중부경찰서,POINT (128.878807289 35.226076667),회현동
동광초등학교,POINT (128.8867823 35.23428036),동상동
동상동,POINT (128.8833288 35.2336042),동상동
김해향교,POINT (128.8823189891 35.2386964325),동상동
김해향교,POINT (128.8822336781 35.2385020955),동상동
롯데캐슬,POINT (128.88542496878 35.240399380794),동상동
한덕아파트,POINT (128.888962 35.2366541),동상동
한덕아파트,POINT (128.889119 35.2368115),동상동
활천고개,POINT (128.8904902727 35.2346353954),동상동
동광초등학교,POINT (128.88736 35.23409111),동상동
활천고개,POINT (128.891114 35.2349291),동상동
선거관리위원회,POINT (128.8938242139 35.2348485645),활천동
약수터,POINT (128.8962609 35.23709707),활천동
어방동원아파트,POINT (128.8996973 35.24032347),활천동
대우유토피아후문,POINT (128.900312 35.24218827),활천동
선거관리위원회,POINT (128.8940373831 35.235123259),활천동
미소지움아파트,POINT (128.898998 35.2351323),활천동
미소지움아파트,POINT (128.898722 35.2353088),활천동
SK브로드밴드,POINT (128.902294 35.2353241),활천동
SK브로드밴드,POINT (128.9033600385 35.2356488979),활천동
자성공원,POINT (128.904569 35.238576),활천동
자성공원,POINT (128.9042441234 35.2384000917),활천동
어방마을,POINT (128.9041764507 35.2417160558),활천동
어방마을,POINT (128.9038786907 35.2411340703),활천동
약수터,POINT (128.8963412 35.23677139),활천동
어방동원아파트,POINT (128.8999106 35.24004976),활천동
대우유토피아후문,POINT (128.9006849 35.24216439),활천동
대우유토피아,POINT (128.903797 35.2433267),활천동
인제대학교,POINT (128.904163 35.2447207),활천동
인제대학교,POINT (128.903741922872 35.246647493577),삼안동
인제공원,POINT (128.904555 35.2481179),삼안동
인제공원,POINT (128.904325 35.248551),삼안동
삼방동장애인복지관,POINT (128.9033664401 35.2513862851),삼안동
영운초등학교,POINT (128.90528611 35.25193056),삼안동
삼방동장애인복지관,POINT (128.9031748942 35.2513526533),활천동
활천초등학교,POINT (128.9209229046 35.2321070099),불암동
활천초등학교,POINT (128.9211421464 35.2328270184),불암동
못안마을,POINT (128.9207299961 35.2344219),불암동
못안마을,POINT (128.9206630413 35.2351080779),불암동
안동육거리,POINT (128.9181016343 35.2361766774),삼안동
안동육거리,POINT (128.9183355112 35.235830193),삼안동
한일여고,POINT (128.9167332149 35.2383899937),삼안동
한일여고,POINT (128.9161419262 35.2395158875),삼안동
계내,POINT (128.915009 35.2409785),삼안동
계내,POINT (128.9141649465 35.2417295903),삼안동
한샘베스트빌라,POINT (128.9134992644 35.2429181412),삼안동
신어중학교,POINT (128.9123919208 35.2443958961),삼안동
신어중학교,POINT (128.912455 35.244851),삼안동
동성아파트,POINT (128.9118192975 35.2463897173),삼안동
동성아파트,POINT (128.9115933825 35.24637194),삼안동
삼방시장,POINT (128.910865 35.248738),삼안동
삼방시장,POINT (128.910402 35.2493225),삼안동
화인아파트,POINT (128.9096131664 35.2517215226),삼안동
화인아파트,POINT (128.9091918419 35.2518788177),삼안동
수가마을,POINT (128.867872758152 35.175100129455),장유3동
수가마을,POINT (128.867939669268 35.175183792977),장유3동
용곡,POINT (128.8494816667 35.1767366667),장유3동
태정,POINT (128.8478033333 35.1771433333),장유3동
쌍용예가,POINT (128.814685 35.195478),장유1동
무계교,POINT (128.816391 35.197239),장유1동
하봉마을,POINT (128.818107 35.194596),장유1동
장유중학교,POINT (128.820825332751 35.190010708801),장유1동
신문,POINT (128.821681 35.187544),장유1동
범동포,POINT (128.818467 35.19431),장유1동
장유중학교,POINT (128.821232904171 35.189969050116),장유1동
신문,POINT (128.821865 35.187339),장유1동
응달,POINT (128.8351734634 35.1772496811),장유3동
응달마을,POINT (128.837981482794 35.177344874942),장유3동
장유모산마을,POINT (128.829397196667 35.175037046236),장유3동
율하2지구입구,POINT (128.822592237771 35.173974143019),장유3동
용곡,POINT (128.849315 35.1767866667),장유3동
태정,POINT (128.8478116667 35.1771466667),장유3동
응달마을,POINT (128.838275 35.1774416667),장유3동
응달,POINT (128.8350766667 35.1773533333),장유3동
장유모산마을,POINT (128.829409972439 35.17516980207),장유3동
영운초등학교,POINT (128.905835 35.2521352),삼안동
무계교,POINT (128.816325 35.197243),장유1동
장유농협,POINT (128.815227 35.200175),장유1동
내덕,POINT (128.8278833 35.20570633),장유1동
장유우체국,POINT (128.813436 35.200343),장유1동
장유우체국,POINT (128.813755 35.200287),장유1동
장유농협,POINT (128.815275 35.200309),장유1동
삼문마을,POINT (128.81023 35.192287),장유2동
장유온천,POINT (128.80725 35.1894),장유2동
장유온천,POINT (128.807068390292 35.189075076863),장유2동
영천사거리,POINT (129.1084461 35.3071139),동면
영천사거리,POINT (129.1074786 35.30690098),동면
웅상문화체육센터입구,POINT (129.16130854159 35.397281447816),소주동
봉우아파트,POINT (129.1435870803 35.387069541),평산동
태원아파트정문,POINT (129.1449736 35.38635565),평산동
북부마을,POINT (129.175884834178 35.419607569084),서창동
기점,POINT (129.1424877897 35.3877954093),평산동
이진아파트,POINT (129.209339876628 35.248935528921),기장읍
좌천초등학교,POINT (129.241509037166 35.310540308162),장안읍
마지회관,POINT (129.1651833333 35.2743016667),철마면
녹산동행정복지센터,POINT (128.884236 35.154688),녹산동
녹산동주민센터,POINT (128.884280552918 35.154663199035),녹산동
녹산동행정복지센터,POINT (128.8833972003 35.1543867712),녹산동
녹산동주민센터,POINT (128.883484445624 35.154400717252),녹산동
왕자아파트,POINT (129.1186834 35.19651727),반여1동
영원프라자,POINT (129.1182254 35.19497193),반여1동
무정리,POINT (129.1203438 35.19512517),반여1동
무정삼거리,POINT (129.1219712 35.19623684),반여1동
금화맨션삼거리,POINT (129.008147775151 35.104306687236),괴정2동
까치고개 87번종점,POINT (129.011415411109 35.104576576505),아미동
동보하이츠아파트(사하구치매안심센터),POINT (129.005945749011 35.103931970522),괴정2동
아미까치공영주차장,POINT (129.010025166773 35.104843305894),아미동
롯데캐슬211동,POINT (128.965097938744 35.057348455554),다대1동
롯데캐슬215동,POINT (128.964557775217 35.056302811796),다대1동
롯데캐슬201동,POINT (128.964445823801 35.059292080866),다대1동
롯데캐슬201동,POINT (128.964234143897 35.059034164013),다대1동
롯데캐슬상가,POINT (128.96274125261 35.056075387088),다대1동
롯데캐슬211동,POINT (128.965362638082 35.057303612),다대1동
롯데캐슬215동,POINT (128.964799697344 35.056222290791),다대1동
감천초등학교,POINT (129.006176967943 35.082150551669),감천1동
대한수산,POINT (129.005918044649 35.081942463163),감천1동
원스탑마트,POINT (129.0060405555 35.084575009792),감천1동
안창마을입구,POINT (129.0464229803 35.1455439415),범일1동
보각사,POINT (129.0461667 35.14546574),범일1동
안창삼거리,POINT (129.0478106 35.14443439),범일1동
안창마을,POINT (129.040153 35.14482971),범일1동
경성전자고등학교,POINT (129.012721805238 35.116355919276),서대신3동
금호아파트,POINT (129.011316879974 35.118922133706),서대신4동
남성한빛.대신더샵,POINT (129.012161779331 35.117369461112),서대신4동
구평고개,POINT (128.994221221511 35.087901479858),구평동
구평화신아파트,POINT (128.993358853405 35.086264668024),구평동
유림아파트,POINT (128.99398929366 35.090743369063),감천1동
구평초등학교,POINT (128.990304422845 35.086008904738),구평동
부산종합터미널.노포역,POINT (129.0943371 35.28361594),청룡노포동
시민도서관,POINT (129.050562395743 35.180586390778),초읍동
반송본동,POINT (129.151294376372 35.231156234782),반송2동
구연마을,POINT (129.184267083219 35.32018099208),정관읍
중앙중학교,POINT (129.184801879111 35.322077187155),정관읍
고원1차아파트,POINT (129.282687495 35.3320629117),장안읍
신호부영2차아파트,POINT (128.872874167759 35.086520039886),녹산동
"부영아파트1,2단지",POINT (128.8749037 35.08729072),녹산동
신호부영2차아파트,POINT (128.873176185881 35.086542409505),녹산동
의창수협,POINT (128.872822505899 35.08378117153),녹산동
의창수협,POINT (128.873181289564 35.083649459263),녹산동
신호부영5차아파트,POINT (128.875636168385 35.0812142938),녹산동
두산위브아파트,POINT (128.8993099 35.08305816),명지2동
한신휴플러스,POINT (128.90055736188 35.079528425573),명지2동
본녹산,POINT (128.882370482254 35.1123212095),녹산동
동삼삼거리,POINT (129.072337338249 35.084597644396),동삼3동
동삼삼거리,POINT (129.072443044104 35.084315002239),동삼1동
선경3차아파트312동,POINT (129.0843998 35.26215398),구서2동
전원빌라,POINT (129.0889149 35.26555449),남산동
부산외국어대학교정문,POINT (129.0850838 35.26569269),남산동
남산교회,POINT (129.0902652 35.26508059),남산동
동삼시장,POINT (129.070489007416 35.078693188274),동삼1동
동삼중앙어린이집,POINT (129.068345044493 35.079275633171),동삼1동
영선동윗로터리,POINT (129.04280807821 35.085114346305),신선동
분포중학교,POINT (129.1147971 35.12831162),용호1동
분포고등학교,POINT (129.1159925 35.13016832),용호1동
LG메트로시티133동상가앞,POINT (129.1137011 35.13148636),용호1동
용호만유람선터미널,POINT (129.1144771 35.13280399),용호1동
LG메트로시티133동상가앞,POINT (129.1136754 35.13118678),용호1동
분포고등학교,POINT (129.1158453 35.12993204),용호1동
구포교회,POINT (128.99978318111 35.200447092974),구포2동
새생명교회,POINT (129.00056866365 35.199348206148),구포2동
고려당제과점,POINT (129.004373604587 35.204427645855),구포1동
구포대진아파트,POINT (129.004494672245 35.202069301014),구포3동
태양탕,POINT (129.00548222886 35.199483178323),구포3동
부산신항,POINT (128.83498379384 35.078362245905),가덕도동
다목적터미널,POINT (128.834528160771 35.073926172934),가덕도동
현대상선,POINT (128.834528900859 35.071510907099),가덕도동
해운대구문화복합센터,POINT (129.121943642389 35.181551818814),재송1동
센텀초등학교,POINT (129.121402579493 35.180371786586),재송1동
센텀파크.부산은행,POINT (129.122587444028 35.178725575746),재송1동
센텀파크112동,POINT (129.12368777083 35.177347277726),재송1동
해운대구문화복합센터,POINT (129.121822393219 35.181743184773),재송1동
언양식당,POINT (128.985093900161 35.071554302943),구평동
청도식당,POINT (128.986102386655 35.070979204392),구평동
구평고물상,POINT (128.98426452282 35.073526557311),장림2동
구평농협,POINT (128.983790572687 35.072539059363),구평동
언양식당,POINT (128.984955502938 35.071497946818),구평동
진해식당,POINT (128.986729006826 35.070266220112),구평동
청도식당,POINT (128.985783409194 35.071134754136),구평동
구평농협,POINT (128.984185009015 35.072367846881),구평동
진해식당,POINT (128.987325968798 35.07016040245),구평동
천우슈퍼,POINT (128.987932110427 35.070014650728),구평동
성북고개,POINT (129.047855016006 35.137910086017),좌천동
좌천동농심가슈퍼,POINT (129.047321016061 35.13674703872),좌천동
수정5동노인정,POINT (129.046015833902 35.137192281829),수정5동
수정동부교회,POINT (129.046852650491 35.137989006497),수정5동
렉슬빌라,POINT (129.046333234343 35.136414714846),수정5동
대화주택,POINT (129.039408440813 35.129585186797),수정2동
덕암빌라,POINT (129.039219412929 35.130682365105),수정2동
동구체육공원,POINT (129.039118606893 35.132478314058),수정2동
동여자중학교,POINT (129.040556291962 35.132724456924),수정2동
동여자중학교후문,POINT (129.040649912453 35.133606619503),수정5동
동원빌라,POINT (129.040828684951 35.13448273591),수정5동
부산종합사회복지관,POINT (129.040832223 35.128728365415),수정4동
수성아파트,POINT (129.044435665859 35.136310786962),수정5동
수정아파트16동,POINT (129.040726907078 35.128486980054),수정4동
복지회관,POINT (129.047736545843 35.081434667982),신선동
복천사,POINT (129.047678253212 35.082002971714),신선동
체육공원,POINT (129.047469454639 35.080424560364),신선동
원당골,POINT (129.059009181058 35.18161371403),초읍동
초읍대우아파트,POINT (129.057440364283 35.180390340535),초읍동
초읍중학교,POINT (129.056304976707 35.180064339493),초읍동
사직2동주민센터,POINT (129.057553173377 35.200248135793),사직2동
사직동교회,POINT (129.061561086364 35.200447014409),사직1동
사직시장,POINT (129.062717962428 35.201262913776),사직1동
삼익아파트정문,POINT (129.060456253814 35.199833610737),사직1동
동천고등학교,POINT (129.0887997 35.14121339),대연5동
산성교회,POINT (129.0917862 35.13027694),대연1동
용호동벽산아파트,POINT (129.11473 35.108829),용호2동
화전교차로,POINT (129.23197382045 35.279412727478),일광읍
순서마을,POINT (128.934975291687 35.160674620036),대저2동
순서마을,POINT (128.93499466972 35.160566168221),대저2동
수문할매집,POINT (128.9905408068 35.2179160021),대저1동
엘크루블루오션4단지,POINT (128.9101194 35.08209977),명지2동
엘크루블루오션6단지,POINT (128.9102022 35.08189119),명지2동
엘크루블루오션,POINT (128.906466288453 35.082116718383),명지2동
순아동,POINT (128.9033966667 35.1188216667),명지1동
세정상업고등학교,POINT (129.078527768543 35.173425378231),양정2동
연산전화국,POINT (129.079380492202 35.173768422419),양정2동
대구철물,POINT (129.076119208799 35.172457343089),양정2동
유림스토아,POINT (129.064247604479 35.179725080492),거제4동
유림아파트113동,POINT (129.064502196317 35.18049363738),거제4동
유림아파트112동,POINT (129.064345262993 35.179218237131),거제4동
동서그린아파트,POINT (129.102526288623 35.181864458661),연산9동
동암학교,POINT (129.102715624518 35.18120132572),연산9동
정수사,POINT (129.10290263288 35.180042864369),망미1동
로얄아파트,POINT (129.102798840596 35.179417308589),망미1동
정수사,POINT (129.103040484543 35.180019989274),망미1동
남일고,POINT (129.103815544293 35.177873140346),망미1동
로얄아파트상가,POINT (129.10375091239 35.178427822368),망미1동
로얄아파트,POINT (129.102696135507 35.179192599347),망미1동
로얄아파트101동,POINT (129.102488106305 35.178351458699),망미1동
망미초등학교,POINT (129.113621879415 35.173805313709),수영동
팔도시장후문,POINT (129.116164617326 35.173320009992),수영동
망미고가도로,POINT (129.110560839985 35.174015528439),망미2동
망미역,POINT (129.109843006017 35.172628364669),망미2동
수영세무서,POINT (129.110401928355 35.143962254369),남천1동
동서대글로벌빌리지,POINT (129.006294147634 35.145872616905),주례3동
현대무지개아파트,POINT (129.005619011828 35.144739306731),주례3동
현대무지개아파트관리사무소,POINT (129.005510223874 35.145077642666),주례3동
남천1동 행정복지센터,POINT (129.11002871438 35.142610729563),남천1동
동서대글로벌빌리지,POINT (129.006465022162 35.145905833418),주례3동
현대무지개아파트,POINT (129.005794898617 35.144783381243),주례3동
현대무지개아파트관리사무소,POINT (129.005828047757 35.145113632029),주례3동
모라종합사회복지관,POINT (128.998183462315 35.184779648933),모라3동
모라1단지종점,POINT (128.998892656577 35.184745416699),모라3동
캐슬스포츠센터,POINT (128.980545854587 35.182154169281),삼락동
조광페인트,POINT (128.9790512631 35.181464634522),삼락동
한수원인재개발원입구,POINT (129.303298772907 35.340795719035),서생면
한수원인재개발원입구,POINT (129.302289626059 35.340305837086),서생면
신앙촌,POINT (129.238660602651 35.244609116406),기장읍
대저농협앞,POINT (128.9551787 35.1802063),대저2동
부산종합터미널.노포역,POINT (129.0946993 35.28361262),청룡노포동
부산종합터미널.노포역,POINT (129.0948916667 35.2832783333),청룡노포동
장림시장번영1길,POINT (128.970620082774 35.082582292608),장림1동
기장고등학교,POINT (129.210448384861 35.239958370927),기장읍
대라리사거리,POINT (129.213209797417 35.238709391574),기장읍
부산보건고등학교,POINT (129.041380376818 35.081466419743),영선2동
강남병원,POINT (129.043759884533 35.087376276644),영선1동
탑마트,POINT (129.043457138423 35.086772712501),영선1동
성모신협,POINT (129.042659975371 35.085770872616),영선2동
삼성여고,POINT (128.997328943635 35.090778089095),감천1동
괴정동교차로,POINT (128.99368020546 35.095708282513),괴정3동
감천삼거리,POINT (128.992852575224 35.094066873461),괴정1동
미광아파트,POINT (129.044052071026 35.094616773785),봉래1동
천리교,POINT (129.071289642461 35.083515112839),동삼3동
동삼주공아파트1단지,POINT (129.069505783241 35.082770575281),동삼1동
태종파크맨션,POINT (129.067530577533 35.082149875445),동삼3동
동삼슈퍼,POINT (129.067095255126 35.08001354894),동삼1동
태종파크맨션,POINT (129.067719505404 35.082022460531),동삼1동
대영약국,POINT (129.064665306669 35.093919093542),청학2동
부영슈퍼,POINT (129.066115921258 35.090612545),청학2동
청학주유소,POINT (129.065211900189 35.093038613088),청학2동
신선중학교,POINT (129.044805707956 35.081405067264),신선동
흰여울문화마을,POINT (129.044106699488 35.080324999414),영선2동
영도초등학교,POINT (129.04479823238 35.089335403066),영선1동
강남병원,POINT (129.043854127431 35.087942977048),영선1동
외환은행,POINT (129.043651670828 35.090022733443),영선1동
동삼시장,POINT (129.06985391215 35.079057225439),동삼1동
동삼중앙어린이집,POINT (129.06831436109 35.079025508861),동삼1동
동삼슈퍼,POINT (129.067191627284 35.080149409881),동삼1동
대평화장품,POINT (129.03424078006 35.091437292931),남항동
제일은행,POINT (129.038641822951 35.090584593066),남항동
남항초등학교,POINT (129.043198548346 35.083800790825),영선2동
대동대교맨션,POINT (129.035082786318 35.090803750407),남항동
토토볼링장,POINT (129.036541685668 35.090099567922),남항동
대평화장품,POINT (129.034531670632 35.091558509773),남항동
진주슈퍼,POINT (129.034011003488 35.091924362708),남항동
용원,POINT (128.820014 35.096442666667),웅동2동
불암역,POINT (128.9279840567 35.222231186),불암동
동신에프에이,POINT (128.9242525 35.1751865),대저2동
신진화이너스,POINT (128.925833833333 35.17493669),대저2동
정관도새집,POINT (128.926932166667 35.167771666667),대저2동
칠점입구,POINT (128.939836786673 35.198664997193),대저1동
평강사리,POINT (128.94188465988 35.204327626415),대저1동
대저119안전센터,POINT (128.977468 35.214590720936),대저1동
강서등기소,POINT (128.97956999594 35.215441345045),대저1동
영도배수지입구,POINT (129.048221619815 35.090226930378),신선동
연안여객터미널,POINT (129.0363982 35.09976872),동광동
양지공원,POINT (129.004768236434 35.153836455693),주례1동
모덕초등학교,POINT (128.990845381383 35.182682621486),모라1동
자유아파트,POINT (128.990098470482 35.179992263905),덕포2동
사상도서관,POINT (128.989215111653 35.178417766102),덕포2동
모라화인아파트,POINT (128.993482417998 35.190313632622),모라1동
협성아파트,POINT (128.993372110662 35.192428234786),모라1동
모라벽산아파트,POINT (128.995117519748 35.190553403263),모라1동
삼정그린코아아파트,POINT (128.992618723592 35.189223763409),모라1동
만덕동일아파트,POINT (129.027212922884 35.215518667217),만덕1동
옥천사입구,POINT (129.026133253449 35.21572065265),만덕1동
구룡사,POINT (129.0050728 35.2162123),덕천2동
수정강변타운후문,POINT (129.0072433 35.21948334),덕천2동
덕천교차로,POINT (129.0044632 35.21183976),덕천2동
서생농협,POINT (129.323303840769 35.348134989594),서생면
신암,POINT (129.320501370984 35.347053484536),서생면
신리마을,POINT (129.319467687127 35.343382126861),서생면
원자력후문,POINT (129.318277751547 35.342550528667),서생면
해수탕,POINT (129.321269265253 35.346268539832),서생면
신리삼거리,POINT (129.312757094606 35.345836839417),서생면
신리입구,POINT (129.308130088727 35.34396948549),서생면
봉수대입구,POINT (129.292367662763 35.335155522494),장안읍
신리삼거리,POINT (129.312818422678 35.345673469692),서생면
신리입구,POINT (129.307732967977 35.343701505316),서생면
센텀피오레1차,POINT (129.116018372147 35.192562213745),재송1동
동해선재송역,POINT (129.120576644846 35.188420002101),재송1동
동해선재송역,POINT (129.120823779904 35.189214501886),재송2동
센텀리슈빌아파트,POINT (129.1168909083 35.190977662198),재송1동
센텀E편한세상,POINT (129.117564847285 35.189799395968),재송1동
송수초교,POINT (129.119360577496 35.190158386282),재송1동
삼한아파트,POINT (129.098503 35.21452927),서2동
성지아파트,POINT (129.0998659 35.21323818),서2동
만화리,POINT (129.1996761074 35.2561969904),기장읍
만화리입구,POINT (129.204070196786 35.253269459414),기장읍
부산장안고등학교,POINT (129.237502300672 35.320138008568),장안읍
부산프리미엄아울렛,POINT (129.234590588008 35.322022902094),장안읍
좌천삼거리,POINT (129.243697222402 35.312779032819),장안읍
선동상현마을,POINT (129.1124835 35.2664357),선두구동
회동수원지입구,POINT (129.1064479 35.26405638),선두구동
상현마을입구,POINT (129.111192 35.26650586),선두구동
우리은행,POINT (129.0898486 35.22364523),부곡1동
부산대법학관,POINT (129.0790294 35.23626663),장전2동
부산대법학관,POINT (129.0786493 35.23617376),장전2동
부산대화학관,POINT (129.0781237 35.23451566),장전2동
부산대미술관,POINT (129.0761631 35.23260649),장전2동
부산대음악관,POINT (129.0762794 35.23325868),장전2동
부산대미술관,POINT (129.0763487 35.23274384),장전2동
부산대음악관,POINT (129.0764531 35.23339087),장전2동
부산대예술관,POINT (129.0773145 35.23212966),장전2동
유림아파트112동,POINT (129.064503294413 35.179298284862),거제4동
경인문구,POINT (129.096197419886 35.172635877633),연산3동
경인문구,POINT (129.095829035483 35.172312881688),연산3동
섬강빌라,POINT (129.096343289825 35.171803703295),연산3동
뉴서울아파트,POINT (129.0804447 35.12389284),우암동
우암자유아파트,POINT (129.0815886 35.12548039),우암동
우암자유3차아파트,POINT (129.0798579 35.12352157),우암동
배산역,POINT (129.096623193015 35.173240550374),연산3동
배산역,POINT (129.095433707416 35.173326445418),연산3동
부산공업고등학교후문건널목,POINT (129.0868257 35.12897415),대연4동
부산공업고등학교후문,POINT (129.0886289 35.12981573),대연4동
성지고등학교,POINT (129.0814178 35.12708968),우암동
대승아파트,POINT (129.0832275 35.12770961),우암동
동림리라맨션,POINT (129.0850113 35.1283254),우암동
우암자유아파트,POINT (129.0818743 35.12612176),우암동
뉴서울아파트,POINT (129.0805225 35.12430164),우암동
일신보라아파트,POINT (129.0795493 35.12606644),우암동
뉴서울아파트,POINT (129.079089259856 35.125040208176),우암동
마산,POINT (128.969607597087 35.24009177423),대동면
시례마을,POINT (128.959744727641 35.24905119773),대동면
시례,POINT (128.96137784255 35.245163409254),대동면
장시마을,POINT (128.962848654847 35.238676152995),대동면
수안,POINT (128.93680651067 35.229447757555),대동면
마산,POINT (128.969632 35.240189),대동면
시례마을,POINT (128.959486661891 35.249118674311),대동면
시례,POINT (128.961157272697 35.245115521199),대동면
장시마을,POINT (128.96271583383 35.238558480368),대동면
신동아파밀리에정문,POINT (129.177189537334 35.325418036213),정관읍
정관읍사무소.기장소방서,POINT (129.179804272758 35.325132089478),정관읍
중앙중학교,POINT (129.184429244756 35.321917216459),정관읍
신동아파밀리에정문,POINT (129.17749949259 35.325290800923),정관읍
정관홈플러스,POINT (129.175672997349 35.323192552948),정관읍
정관홈플러스,POINT (129.17578960266 35.322825500838),정관읍
계룡리슈빌,POINT (129.172165741916 35.323783849503),정관읍
정관주민자치회관,POINT (129.170545960934 35.325890433541),정관읍
한진해모로,POINT (129.17460574959 35.322139430429),정관읍
신정초등학교,POINT (129.167707909467 35.329673544448),정관읍
정원초등학교,POINT (129.167003103382 35.331007836735),정관읍
솔마루공원,POINT (129.165590325155 35.334561823617),정관읍
감전LH아파트,POINT (128.994149292192 35.156576371269),감전동
감전동,POINT (128.993002475538 35.157919975841),감전동
백양마을,POINT (128.997050613375 35.154039872157),주례1동
벽산신화아파트,POINT (128.996003039032 35.154527203183),주례1동
사상종합복지관,POINT (128.995190129749 35.155320975874),주례1동
수영구 스포츠문화타운,POINT (129.111513105646 35.152218058104),광안2동
수영강변1차e편한세상,POINT (129.116905341134 35.179319564318),망미2동
수영주택,POINT (129.117389899685 35.177964843715),망미2동
물만골역,POINT (129.085823425217 35.176992822707),연산6동
동방물류센터,POINT (128.820183687899 35.085878197861),웅동2동
동방물류센터,POINT (128.818117175341 35.085515184519),웅동2동
동방물류센터,POINT (128.820285435079 35.086199900799),웅동2동
동일고무벨트,POINT (129.114633 35.22280515),금사회동동
예원여자고등학교,POINT (129.115827 35.22431677),금사회동동
장산중학교.꿈에그린아파트,POINT (129.1184167 35.19878621),반여1동
반여1동주민센터,POINT (129.1193554 35.20117412),반여1동
반여동탑마트,POINT (129.1199156 35.20350772),반여1동
우방아파트,POINT (129.117150376965 35.203190962352),반여4동
센텀SK뷰아파트115동,POINT (129.114221133099 35.202697171494),반여4동
센텀SK뷰아파트113동,POINT (129.116335777088 35.202111979579),반여4동
롯데백화점동래점,POINT (129.07803055336 35.212249462742),온천2동
화인아파트102동,POINT (129.059631835378 35.17280067977),연지동
시영아파트후문,POINT (129.054381388306 35.092235628478),봉래2동
청학동공영주차장,POINT (129.055551219462 35.091418611804),봉래2동
시영아파트정문,POINT (129.051997797412 35.092016642956),봉래2동
오륙도SK뷰정문,POINT (129.1176894 35.10149128),용호2동
오륙도초중학교,POINT (129.11585 35.10265887),용호2동
오륙도초중학교,POINT (129.1154323 35.10389174),용호2동
SK뷰아파트정문,POINT (129.1168576 35.1013391),용호2동
오륙도스카이워크,POINT (129.1207888 35.10113516),용호2동
부산해군회관,POINT (129.1164055 35.10442445),용호2동
오륙도,POINT (129.121858 35.10156255),용호2동
오륙도스카이워크,POINT (129.1219679 35.10156964),용호2동
대동아파트,POINT (129.070449657062 35.160585807717),전포2동
서면자동차학원,POINT (129.072422770913 35.158366565527),전포2동
화신아파트,POINT (129.071843198675 35.15929910529),전포2동
감로사,POINT (129.069178595724 35.16223615224),전포2동
대동아파트,POINT (129.0702599 35.16110722),전포2동
대동아파트,POINT (129.070623 35.16079247),전포2동
송정리,POINT (129.1125709 35.30510946),철마면
입석,POINT (129.1147415 35.31006275),철마면
선돌,POINT (129.1158444 35.31685109),철마면
대우아파트후문,POINT (129.1141635 35.30705008),철마면
에스엔티대우,POINT (129.1144749 35.30370884),철마면
송정리,POINT (129.1124313 35.30526221),철마면
입석,POINT (129.1145244 35.30999123),철마면
선돌,POINT (129.1156587 35.31676065),철마면
대우아파트후문,POINT (129.1139275 35.30706322),철마면
임기,POINT (129.1183003 35.31961152),철마면
주례아파트,POINT (129.005982580871 35.149483688332),주례3동
냉정시장,POINT (129.01328342063 35.14974990135),주례2동
드림마트,POINT (129.013174220846 35.146911962594),주례2동
망미고가도로,POINT (129.110865768461 35.173916894069),망미2동
광안4동 행정복지센터,POINT (129.11163311683 35.154877801225),광안4동
광안4동새마을금고,POINT (129.111955196693 35.156088740618),광안4동
힐스테이트201동앞,POINT (129.087622142481 35.168080408602),연산3동
마하사,POINT (129.088782945657 35.164429810711),연산6동
