bstopnm,geometry,ADM_NM
청학동부산은행,POINT (129.0615366667 35.0964466667),청학2동
청학동부산은행,POINT (129.0618283333 35.09633),청학2동
청학성당,POINT (129.063065 35.0957433333),청학2동
청학주유소,POINT (129.0648033333 35.0940333333),청학2동
청학주유소,POINT (129.0653716667 35.092985),청학2동
영도구청,POINT (129.068255 35.0894483333),청학2동
영도구청,POINT (129.06789646656 35.089944700367),청학2동
동삼주공,POINT (129.07252 35.0861383333),동삼3동
동삼주공아파트입구,POINT (129.0716566667 35.0868883333),동삼3동
상리종합사회복지회관,POINT (129.0710383333 35.0853933333),동삼3동
상리종합사회복지회관,POINT (129.0706183333 35.0850466667),동삼3동
동삼3동주민센터,POINT (129.0687383333 35.0844316667),동삼3동
동삼3동주민센터,POINT (129.06874 35.0845216667),동삼3동
관리사무소,POINT (129.0674266667 35.08517),동삼3동
나상가,POINT (129.06722 35.0863166667),동삼3동
동삼삼거리,POINT (129.072292540617 35.084657800434),동삼3동
동삼삼거리,POINT (129.0725167 35.08434333),동삼1동
일동미라주아파트,POINT (129.0708 35.08184),동삼1동
일동미라주아파트,POINT (129.0707766667 35.081485),동삼1동
동삼시장,POINT (129.0703733333 35.079165),동삼1동
동삼시장,POINT (129.0703833333 35.0785666667),동삼1동
동삼국민은행앞교차로,POINT (129.072144 35.076183),동삼1동
동삼국민은행앞교차로,POINT (129.0726133333 35.0757816667),동삼1동
삼창파크맨션,POINT (129.0725783333 35.0753983333),동삼1동
에덴금호아파트,POINT (129.075435 35.0724133333),동삼1동
에덴금호아파트,POINT (129.076343127246 35.07150438978),동삼1동
해양대입구,POINT (129.07817 35.071358),동삼2동
해양대입구,POINT (129.07872 35.071357),동삼2동
하리,POINT (129.0804283333 35.0687466667),동삼2동
하리,POINT (129.080833314296 35.067928748488),동삼2동
태종대초등학교,POINT (129.081032217051 35.06531888189),동삼2동
롯데캐슬블루오션,POINT (129.0728533333 35.0731033333),동삼1동
KT동삼빌딩,POINT (129.0726416667 35.0730616667),동삼1동
중리초등학교,POINT (129.07194 35.0734933333),동삼1동
중리초등학교,POINT (129.0719833333 35.0733566667),동삼1동
벽산비치타운,POINT (129.07092 35.0750966667),동삼1동
벽산비치타운,POINT (129.0706666667 35.0753333333),동삼1동
체육고등학교,POINT (129.066329491881 35.071585881078),동삼1동
쌍용자동차학원,POINT (129.059482738196 35.086374747782),청학2동
동삼1동행정복지센터,POINT (129.0685216667 35.0754983333),동삼1동
동삼1동행정복지센터,POINT (129.0678666667 35.0754716667),동삼1동
절영아파트,POINT (129.06582 35.07624),동삼1동
절영아파트,POINT (129.065284992298 35.076568025635),동삼1동
고신대학,POINT (129.064515 35.0781016667),동삼1동
고신대학,POINT (129.0645483333 35.0776183333),동삼1동
청학고개,POINT (129.0571733333 35.0941433333),청학1동
청학시장,POINT (129.0594165919 35.0941845983),청학1동
청학초등학교,POINT (129.059755 35.0925816667),청학2동
영도여고,POINT (129.0646866667 35.07268),동삼1동
영도여고,POINT (129.0653533333 35.07256),동삼1동
체육고등학교,POINT (129.0669133333 35.0712866667),동삼1동
해동중학교,POINT (129.069115 35.0715716667),동삼1동
조양아파트,POINT (129.071254803155 35.072303271152),동삼1동
조양아파트,POINT (129.069915 35.07132),동삼1동
남고교,POINT (129.0672016667 35.06973),동삼1동
영도중리,POINT (129.06695 35.0695766667),동삼1동
남고교,POINT (129.0664657753 35.0696219369),동삼1동
함지그린아파트,POINT (129.0614083333 35.0701583333),동삼1동
함지그린아파트,POINT (129.0619666667 35.070325),동삼1동
절영복지회관,POINT (129.062280769116 35.071579928812),동삼1동
절영복지회관,POINT (129.062330669567 35.071806144625),동삼1동
반도보라아파트,POINT (129.0608466667 35.07114),동삼1동
반도보라아파트,POINT (129.0609183333 35.0710666667),동삼1동
75광장,POINT (129.05827 35.0708016667),동삼1동
75광장,POINT (129.0585833333 35.0710466667),동삼1동
함지골수련원,POINT (129.0538766667 35.0730233333),동삼1동
함지골수련원,POINT (129.05361 35.0728683333),동삼1동
백련사,POINT (129.0485283333 35.07584),영선2동
백련사,POINT (129.048235 35.0761166667),영선2동
영선아파트,POINT (129.04631 35.0777683333),영선2동
영선아파트,POINT (129.0460066667 35.0780266667),영선2동
고신대3강의동,POINT (129.063748292 35.0804268841),동삼1동
홈플러스,POINT (129.04468 35.09573),봉래1동
홈플러스,POINT (129.0448416667 35.0958466667),봉래1동
고신대3강의동,POINT (129.063889 35.080318),동삼3동
광명고교,POINT (129.062705 35.081915),동삼3동
일신마리나아파트,POINT (129.06311 35.08664),청학2동
롯데낙천대,POINT (129.06078590014 35.088367893097),청학2동
(구)해사고,POINT (129.0597033333 35.0888916667),청학2동
영광아파트,POINT (129.05691 35.09116),청학1동
시영아파트,POINT (129.0526283333 35.0921016667),봉래2동
롯데낙천대,POINT (129.0606514741 35.0880822925),청학2동
시영아파트,POINT (129.0524795831 35.0919590871),봉래2동
쌍용자동차학원,POINT (129.059402 35.086349),청학2동
청학시장,POINT (129.059275 35.0941433333),청학1동
삼신아파트,POINT (129.05434 35.09231),봉래2동
청산학원,POINT (129.05796360979 35.090001151942),청학2동
영도교회,POINT (129.073513166303 35.07690815577),동삼1동
영도교회,POINT (129.07335012555 35.076876439824),동삼1동
동삼초등학교,POINT (129.074081933203 35.079372001741),동삼1동
동삼초등학교,POINT (129.073601 35.078577),동삼1동
국제크루즈터미널입구,POINT (129.077315857879 35.080208901925),동삼1동
국제크루즈터미널입구,POINT (129.076625711326 35.081838194829),동삼1동
미창석유,POINT (129.07584562985 35.085792016964),동삼3동
미창석유,POINT (129.0751867 35.08579667),동삼3동
송강중공업,POINT (129.07216710303 35.088680399621),동삼3동
(주)국보,POINT (129.07105279711 35.089665990331),청학2동
(주)거청,POINT (129.067906036787 35.094219930675),청학2동
(주)거청,POINT (129.067672192732 35.093938431391),청학2동
대선조선,POINT (129.063855 35.096235),청학2동
대선조선,POINT (129.06148744853 35.097033717848),청학2동
청학수변공원,POINT (129.060050558691 35.098079100564),청학1동
청학수변공원,POINT (129.05984200778 35.097840161865),청학1동
부산조선,POINT (129.058131154329 35.099485043757),청학1동
부산조선,POINT (129.058039977014 35.099097471705),청학1동
국립해양박물관,POINT (129.07901782586 35.078086177337),동삼1동
영선2동행정복지센터,POINT (129.042027129443 35.087057558503),영선1동
영선2동행정복지센터,POINT (129.041888 35.087282),영선1동
청산학원,POINT (129.0580231 35.09011687),청학2동
삼신아파트,POINT (129.0545764 35.09225254),봉래2동
국제크루즈터미널입구,POINT (129.076026 35.081546),동삼1동
태종대.태종대온천,POINT (129.080885 35.06368167),동삼2동
동삼삼거리,POINT (129.07380712309 35.08454669716),동삼3동
동삼삼거리,POINT (129.0738137 35.08437538),동삼1동
HJ중공업,POINT (129.0529263 35.09564187),청학1동
동삼혁신지구입구.동삼교회,POINT (129.074425 35.073838),동삼1동
동삼혁신지구입구,POINT (129.073675 35.07532098),동삼1동
한국해양대.부산해사고,POINT (129.0774196 35.07244974),동삼2동
한국해양대.부산해사고,POINT (129.0774058 35.07212105),동삼2동
한국해양수산연수원,POINT (129.0753063 35.07643306),동삼1동
한국해양수산연수원,POINT (129.0749454 35.07646627),동삼1동
국립수산물품질관리원,POINT (129.0751178 35.07894605),동삼1동
국립수산물품질관리원,POINT (129.0747763 35.0788798),동삼1동
청학고개,POINT (129.056192317471 35.093727843905),청학1동
세정고등학교,POINT (129.076401 35.174984),양정2동
가야1치안센터,POINT (129.036825 35.1546216667),가야1동
미진마트,POINT (129.035565 35.1519866667),가야1동
청수탕,POINT (129.035095 35.169885),부암3동
세정고등학교,POINT (129.0765461142 35.1749182544),양정2동
부전역,POINT (129.0621466667 35.162235),부전1동
양정역6번출구,POINT (129.073044535131 35.173742698137),양정2동
양정역4번출구,POINT (129.072386501826 35.173241094304),양정2동
백조아파트,POINT (129.06983 35.1736533333),양정2동
백조아파트,POINT (129.0691016667 35.1739416667),양정1동
양정대원칸타빌,POINT (129.067642961143 35.170664638396),양정1동
국제백양아파트,POINT (129.027704806832 35.168392439705),당감1동
양정대원칸타빌,POINT (129.067175164405 35.171446059114),양정1동
하마정,POINT (129.0673783333 35.1742883333),양정1동
하마정,POINT (129.0661547347 35.175038665),양정1동
양정현대아파트,POINT (129.065270163095 35.174571662698),양정1동
정묘사,POINT (129.061503 35.17448),양정1동
정묘사,POINT (129.061709727668 35.174208181981),양정1동
화인아파트,POINT (129.05919 35.17186),연지동
화인아파트,POINT (129.059414955989 35.171625429916),연지동
부산시민공원,POINT (129.0563598515 35.171119529),연지동
국립부산국악원,POINT (129.054895657776 35.171647258278),연지동
성의신용협동조합,POINT (129.055030606 35.1738989807),연지동
성의신용협동조합,POINT (129.0549014143 35.173288487),연지동
부산진고교,POINT (129.0536794828 35.1783249295),초읍동
부산진고교,POINT (129.0538860454 35.1776244127),초읍동
초읍초등학교,POINT (129.051346845 35.1805459548),초읍동
초읍초등학교,POINT (129.05066 35.180677),초읍동
어린이대공원입구,POINT (129.0471176478 35.1811369596),초읍동
어린이대공원입구,POINT (129.0474780618 35.1806281397),초읍동
삼광사입구,POINT (129.0480443005 35.1776927087),초읍동
삼광사입구,POINT (129.048346016112 35.177267736065),초읍동
성곡시장입구,POINT (129.0487730789 35.1750094791),초읍동
성곡시장,POINT (129.04908790527 35.173887071424),초읍동
성곡시장,POINT (129.049126426 35.1745457111),초읍동
부산시설공단,POINT (129.049928968 35.1716335826),연지동
LG디스커버리랩,POINT (129.0501223484 35.1696241073),연지동
연지일동아파트,POINT (129.05219 35.1699),연지동
연지일동아파트,POINT (129.05239026018 35.169606569788),연지동
부암고가교,POINT (129.049845 35.16773),부암1동
부암고가교,POINT (129.049855 35.1679033333),부암1동
동원아파트.협성휴포레,POINT (129.0481916667 35.1664233333),부암1동
동원아파트,POINT (129.0483716667 35.1663816667),부암1동
부암새고개,POINT (129.0457166667 35.1659666667),부암1동
부암새고개,POINT (129.0452916667 35.1659483333),부암1동
동의대학교입구.동의대역,POINT (129.031235 35.153645),가야2동
시민도서관,POINT (129.050615929932 35.183126044172),초읍동
당감시장,POINT (129.041243822923 35.166043429221),부암3동
당감시장,POINT (129.04129027677 35.165775347817),당감1동
네오스포,POINT (129.053985036883 35.153065581143),부전2동
협성피닉스,POINT (129.0386166667 35.170065),부암3동
협성피닉스,POINT (129.0387483333 35.17007),부암3동
부암3동주민센터,POINT (129.039562784197 35.168665144322),부암3동
가야1치안센터,POINT (129.036697 35.154889),가야1동
시민도서관,POINT (129.0511661867 35.1830415693),초읍동
늘푸른교회,POINT (129.0364716667 35.1700866667),부암3동
용사촌입구,POINT (129.033740275117 35.1711852902),부암3동
용사촌입구,POINT (129.033544581752 35.17103902206),당감4동
백양터널,POINT (129.024862 35.171365),당감4동
당감백산아파트,POINT (129.0329366667 35.1692383333),당감4동
가야전신전화국,POINT (129.02877166849 35.153659928212),가야2동
당감백산아파트,POINT (129.032883 35.169252),당감4동
당감동,POINT (129.03596 35.16856),당감4동
부산진구생활문화센터,POINT (129.036835 35.167715),당감4동
화승삼성아파트,POINT (129.038745122922 35.166714024157),당감4동
화승삼성아파트,POINT (129.038974052749 35.166975774561),당감1동
당감사거리,POINT (129.039664264215 35.165679592625),당감1동
당감사거리,POINT (129.039980516923 35.165480463874),당감1동
당감초등학교,POINT (129.039665 35.1634166667),당감1동
당감초등학교,POINT (129.039409490677 35.163809230223),당감1동
태을의원,POINT (129.03863 35.1653633333),당감4동
당감4동,POINT (129.0378283333 35.1653266667),당감4동
개성고등학교입구,POINT (129.0342166667 35.16498),당감1동
개성고등학교입구,POINT (129.0347633333 35.1649183333),당감1동
백양로교회앞,POINT (129.0313683333 35.1643033333),당감1동
백양로교회앞,POINT (129.031649414009 35.164220739774),당감1동
개원초등학교,POINT (129.0288 35.1662483333),당감1동
국제프라자아파트,POINT (129.027540943501 35.167632877823),당감1동
화인아파트,POINT (129.0288433333 35.1654316667),당감1동
개금주공아파트,POINT (129.030528283432 35.159007894209),개금3동
개포초등학교,POINT (129.028294275425 35.158460379242),개금3동
한국신발관,POINT (129.0257474565 35.1578547776),개금3동
개금3동주민센터,POINT (129.0229081116 35.1560772865),개금3동
신개금엘지아파트,POINT (129.019483407998 35.154862492433),개금3동
신개금엘지아파트,POINT (129.0191370887 35.1544977262),개금3동
개금역.개금초등학교,POINT (129.020885016 35.1542445835),개금3동
가야전신전화국,POINT (129.029299647611 35.153759062062),가야2동
냉정고개,POINT (129.0154336264 35.151767892),주례2동
냉정고개,POINT (129.0173692 35.15184141),개금1동
